date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:04:15	94274/94274	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:45%20GMT	https://templates.envytheme.com/plod/default/index.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/index.html	(from )
18:04:15	116/116	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2028%20Aug%202022%2016:04:16%20GMT	https://templates.envytheme.com/robots.txt		(from )
18:04:16	163821/163821	---MCZ	200	added ('OK')	text/css	etag:W/%22620cf2b0-27fed%22	https://templates.envytheme.com/plod/default/assets/css/bootstrap.min.css	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/css/bootstrap.min.css	(from https://templates.envytheme.com/plod/default/index.html)
18:04:16	60562/60562	---MCZ	200	added ('OK')	text/css	etag:W/%22620cf2b0-ec92%22	https://templates.envytheme.com/plod/default/assets/css/animate.min.css	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/css/animate.min.css	(from https://templates.envytheme.com/plod/default/index.html)
18:04:16	6930/6930	---MCZ	200	added ('OK')	text/css	etag:W/%22620cf2b1-1b12%22	https://templates.envytheme.com/plod/default/assets/css/meanmenu.css	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/css/meanmenu.css	(from https://templates.envytheme.com/plod/default/index.html)
18:04:16	110549/110549	---MCZ	200	added ('OK')	text/css	etag:W/%22620cf2b2-1afd5%22	https://templates.envytheme.com/plod/default/assets/css/remixicon.css	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/css/remixicon.css	(from https://templates.envytheme.com/plod/default/index.html)
18:04:16	3116/3116	---MCZ	200	added ('OK')	text/css	etag:W/%22620cf2b2-c2c%22	https://templates.envytheme.com/plod/default/assets/css/odometer.min.css	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/css/odometer.min.css	(from https://templates.envytheme.com/plod/default/index.html)
18:04:17	3055/3055	---MCZ	200	added ('OK')	text/css	etag:W/%22620cf2b1-bef%22	https://templates.envytheme.com/plod/default/assets/css/nice-select.min.css	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/css/nice-select.min.css	(from https://templates.envytheme.com/plod/default/index.html)
18:04:17	3184/3184	---MCZ	200	added ('OK')	text/css	etag:W/%22620cf2b2-c70%22	https://templates.envytheme.com/plod/default/assets/css/owl.carousel.min.css	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/css/owl.carousel.min.css	(from https://templates.envytheme.com/plod/default/index.html)
18:04:17	846/846	---MCZ	200	added ('OK')	text/css	etag:W/%22620cf2b2-34e%22	https://templates.envytheme.com/plod/default/assets/css/owl.theme.default.min.css	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/css/owl.theme.default.min.css	(from https://templates.envytheme.com/plod/default/index.html)
18:04:17	5235/5235	---MCZ	200	added ('OK')	text/css	etag:W/%22620cf2b1-1473%22	https://templates.envytheme.com/plod/default/assets/css/magnific-popup.min.css	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/css/magnific-popup.min.css	(from https://templates.envytheme.com/plod/default/index.html)
18:04:17	12795/12795	---MCZ	200	added ('OK')	text/css	etag:W/%22620cf2b1-31fb%22	https://templates.envytheme.com/plod/default/assets/css/fancybox.min.css	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/css/fancybox.min.css	(from https://templates.envytheme.com/plod/default/index.html)
18:04:18	34695/34695	---MCZ	200	added ('OK')	text/css	etag:W/%22620cf2b0-8787%22	https://templates.envytheme.com/plod/default/assets/css/dark.css	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/css/dark.css	(from https://templates.envytheme.com/plod/default/index.html)
18:04:18	249429/249429	---MCZ	200	added ('OK')	text/css	etag:W/%22620cf2b3-3ce55%22	https://templates.envytheme.com/plod/default/assets/css/style.css	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/css/style.css	(from https://templates.envytheme.com/plod/default/index.html)
18:04:18	47267/47267	---MCZ	200	added ('OK')	text/css	etag:W/%22620cf2b2-b8a3%22	https://templates.envytheme.com/plod/default/assets/css/responsive.css	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/css/responsive.css	(from https://templates.envytheme.com/plod/default/index.html)
18:04:18	1243/1243	---M--	200	added ('OK')	image/png	etag:%22620cf2b8-13f9%22	https://templates.envytheme.com/plod/default/assets/images/favicon.png	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/images/favicon.png	(from https://templates.envytheme.com/plod/default/index.html)
18:04:19	2790/2790	---M--	200	added ('OK')	image/png	etag:%22620cf2b8-1ab8%22	https://templates.envytheme.com/plod/default/assets/images/logo.png	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/images/logo.png	(from https://templates.envytheme.com/plod/default/index.html)
18:04:19	2985/2985	---M--	200	added ('OK')	image/png	etag:%22620cf2b9-1b60%22	https://templates.envytheme.com/plod/default/assets/images/white-logo.png	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/assets/images/white-logo.png	(from https://templates.envytheme.com/plod/default/index.html)
18:04:19	104090/104090	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:45%20GMT	https://templates.envytheme.com/plod/default/index-2.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/index-2.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:20	106945/106945	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:45%20GMT	https://templates.envytheme.com/plod/default/index-3.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/index-3.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:20	101539/101539	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:45%20GMT	https://templates.envytheme.com/plod/default/index-4.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/index-4.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:20	99749/99749	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:45%20GMT	https://templates.envytheme.com/plod/default/index-5.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/index-5.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:21	79430/79430	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:41%20GMT	https://templates.envytheme.com/plod/default/about-1.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/about-1.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:21	74801/74801	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:41%20GMT	https://templates.envytheme.com/plod/default/about-2.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/about-2.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:21	58428/58428	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:44%20GMT	https://templates.envytheme.com/plod/default/features-1.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/features-1.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:21	57149/57149	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:44%20GMT	https://templates.envytheme.com/plod/default/features-2.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/features-2.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:21	54576/54576	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:48%20GMT	https://templates.envytheme.com/plod/default/testimonials.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/testimonials.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:22	62140/62140	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:47%20GMT	https://templates.envytheme.com/plod/default/services-1.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/services-1.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:22	62720/62720	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:47%20GMT	https://templates.envytheme.com/plod/default/services-2.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/services-2.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:22	46471/46471	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:47%20GMT	https://templates.envytheme.com/plod/default/services-3.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/services-3.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:22	55955/55955	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:47%20GMT	https://templates.envytheme.com/plod/default/services-details.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/services-details.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:23	52574/52574	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:47%20GMT	https://templates.envytheme.com/plod/default/team-member.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/team-member.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:23	48978/48978	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:46%20GMT	https://templates.envytheme.com/plod/default/pricing.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/pricing.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:24	42351/42351	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:45%20GMT	https://templates.envytheme.com/plod/default/gallery.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/gallery.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:24	44221/44221	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:44%20GMT	https://templates.envytheme.com/plod/default/faq.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/faq.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:25	46314/46314	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:44%20GMT	https://templates.envytheme.com/plod/default/events.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/events.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:25	53127/53127	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:44%20GMT	https://templates.envytheme.com/plod/default/events-details.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/events-details.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:25	49403/49403	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:44%20GMT	https://templates.envytheme.com/plod/default/courses-grid.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/courses-grid.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:26	64515/64515	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:43%20GMT	https://templates.envytheme.com/plod/default/courses-details.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/courses-details.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:26	55570/55570	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:44%20GMT	https://templates.envytheme.com/plod/default/courses-right-sidebar.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/courses-right-sidebar.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:26	52809/52809	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:46%20GMT	https://templates.envytheme.com/plod/default/products-grid.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/products-grid.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:27	47103/47103	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:42%20GMT	https://templates.envytheme.com/plod/default/cart.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/cart.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:27	50136/50136	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:43%20GMT	https://templates.envytheme.com/plod/default/checkout.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/checkout.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:27	59595/59595	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:46%20GMT	https://templates.envytheme.com/plod/default/products-details.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/products-details.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:27	40740/40740	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:46%20GMT	https://templates.envytheme.com/plod/default/profile-authentication.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/profile-authentication.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:27	48017/48017	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:46%20GMT	https://templates.envytheme.com/plod/default/membership-levels.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/membership-levels.html	(from https://templates.envytheme.com/plod/default/index.html)
18:04:28	46891/46891	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Feb%202022%2012:48:46%20GMT	https://templates.envytheme.com/plod/default/purchase-guide.html	C:/Users/Blessing/Documents/Projects/Personal/Code%20Academy%20Zimbabwe/TechCompany/templates.envytheme.com/plod/default/purchase-guide.html	(from https://templates.envytheme.com/plod/default/index.html)
